,index_jjj,index_spotify,year_x,title,artist,duration,country,position of year,name,artists,year_y,release_date,duration_ms,valence,danceability,speechiness
843,1763,55235,2010,Ready To Start,Arcade Fire,4:16,Canada,63,Ready to Start,['Arcade Fire'],2010,2010,255893,0.536,0.282,0.0387
844,1767,73180,2010,Holiday,Vampire Weekend,2:18,USA,67,Holiday,['Vampire Weekend'],2010,2010-01-12,138293,0.8909999999999999,0.715,0.105
845,1769,122741,2010,Watercolour,Pendulum,5:04,Australia,69,Watercolour - Full Version; Single,['Pendulum'],2010,2010-05-21,304107,0.16899999999999998,0.42100000000000004,0.10300000000000001
846,1772,55299,2010,I Can Talk,Two Door Cinema Club,2:57,Ireland,72,I Can Talk,['Two Door Cinema Club'],2010,2010-02-17,177427,0.672,0.475,0.214
847,1774,90177,2010,Lucidity,Tame Impala,4:32,Australia,74,Lucidity,['Tame Impala'],2010,2010-05-21,271880,0.515,0.37,0.0591
848,1776,73044,2010,Radioactive,Kings Of Leon,3:26,USA,76,Radioactive,['Kings of Leon'],2010,2010-10-19,206187,0.361,0.408,0.0533
849,1777,138774,2010,Shutterbugg (feat. Cutty),Big Boi,3:35,USA,77,Shutterbugg,"['Big Boi', 'Cutty']",2010,2010-01-01,215240,0.519,0.611,0.353
850,1778,36596,2010,Stylo (feat. Mos Def &   Bobby Womack),Gorillaz,4:31,England,78,Stylo (feat. Mos Def and Bobby Womack),"['Gorillaz', 'Bobby Womack', 'Mos Def']",2010,2010-03-03,270520,0.851,0.6859999999999999,0.0604
851,1780,17663,2010,Howlin' For You,The Black Keys,3:12,USA,80,Howlin' for You,['The Black Keys'],2010,2010-05-18,191800,0.44799999999999995,0.705,0.0931
852,1782,17735,2010,Tighten Up,The Black Keys,3:31,USA,82,Tighten Up,['The Black Keys'],2010,2010-05-18,211080,0.5670000000000001,0.504,0.0665
853,1783,106799,2010,Modern Man,Arcade Fire,4:40,Canada,83,Modern Man,['Arcade Fire'],2010,2010,279760,0.601,0.6809999999999999,0.0329
854,1788,17654,2010,"Monster (feat. Jay-Z, Rick   Ross, Nicki Minaj & Bon Iver)",Kanye West,6:19,USA,88,Monster,"['Kanye West', 'JAY-Z', 'Rick Ross', 'Nicki Minaj', 'Bon Iver']",2010,2010-11-22,378893,0.0963,0.628,0.20199999999999999
855,1792,36703,2010,I Can Change,LCD Soundsystem,5:56,USA,92,I Can Change,['LCD Soundsystem'],2010,2010-05-17,352004,0.695,0.644,0.0287
856,1795,17751,2010,The High Road,Broken Bells,3:52,USA,95,The High Road,['Broken Bells'],2010,2010-03-01,232200,0.609,0.61,0.0238
857,1797,153548,2010,Sleepwalker,Parkway Drive,4:01,Australia,97,Sleepwalker,['Parkway Drive'],2010,2010-06-29,241033,0.298,0.314,0.191
858,1798,138806,2010,Spanish Sahara,Foals,6:50,England,98,Spanish Sahara,['Foals'],2010,2010-06-15,409560,0.36,0.366,0.0698
859,1801,17811,2011,Somebody   That I Used To Know (feat. Kimbra),Gotye,4:04,Australia,1,Somebody That I Used To Know,"['Gotye', 'Kimbra']",2011,2011-01-01,244973,0.72,0.8640000000000001,0.037000000000000005
860,1802,17893,2011,Lonely Boy,The Black Keys,3:13,USA,2,Lonely Boy,['The Black Keys'],2011,2011-12-06,193653,0.607,0.35600000000000004,0.068
861,1803,169000,2011,Brother,Matt Corby,4:14,Australia,3,Brother,['Matt Corby'],2012,2012-11-16,253521,0.371,0.59,0.0402
862,1805,17814,2011,Midnight City,M83,4:04,France,5,Midnight City,['M83'],2011,2011,241440,0.32,0.526,0.0356
863,1806,18126,2011,Video Games,Lana Del Rey,4:47,USA,6,Video Games - Remastered,['Lana Del Rey'],2012,2012-11-12,281960,0.18100000000000002,0.23600000000000002,0.0348
864,1811,18020,2011,Feel So Close,Calvin Harris,3:26,Scotland,11,Feel So Close - Radio Edit,['Calvin Harris'],2012,2012-10-29,206413,0.919,0.7070000000000001,0.031
865,1813,17919,2011,Shake It Out,Florence And The Machine,4:34,England,13,Shake It Out,['Florence + The Machine'],2011,2011-01-01,277720,0.221,0.527,0.0358
866,1814,36882,2011,Call It What You Want,Foster The People,4:01,USA,14,Call It What You Want,['Foster The People'],2011,2011-05-23,238787,0.725,0.6409999999999999,0.0601
867,1815,17992,2011,Helena Beat,Foster The People,4:36,USA,15,Helena Beat,['Foster The People'],2011,2011-05-23,276173,0.736,0.67,0.0536
868,1816,17806,2011,Tongue Tied,Grouplove,3:38,USA,16,Tongue Tied,['Grouplove'],2011,2011-09-02,218013,0.371,0.56,0.0439
869,1818,139001,2011,Jump Into The Fog,The Wombats,3:36,England,18,Jump into the Fog,['The Wombats'],2011,2011-04-25,232341,0.6709999999999999,0.462,0.0516
870,1819,55424,2011,Promises,Nero,4:17,England,19,Promises - Skrillex & Nero Remix,['NERO'],2011,2011,268707,0.14300000000000002,0.527,0.0422
871,1821,36527,2011,Scary Monsters And Nice   Sprites,Skrillex,4:03,USA,21,Scary Monsters and Nice Sprites,['Skrillex'],2010,2010-12-21,243354,0.324,0.523,0.0837
872,1830,90632,2011,Bounce (feat. Kelis),Calvin Harris,3:42,Scotland,30,Bounce (feat. Kelis) - Radio Edit,"['Calvin Harris', 'Kelis']",2012,2012-10-29,222187,0.759,0.779,0.0399
873,1832,90420,2011,L.I.F.E.G.O.E.S.O.N.,Noah And The Whale,3:48,England,32,L.I.F.E.G.O.E.S.O.N.,['Noah And The Whale'],2011,2011-01-01,228000,0.606,0.603,0.0368
874,1836,55569,2011,"No Light, No Light",Florence And The Machine,4:35,England,36,"No Light, No Light",['Florence + The Machine'],2011,2011-01-01,274853,0.162,0.429,0.052000000000000005
875,1839,36770,2011,Cinema (feat. Gary Go)   (Skrillex Remix),Benny Benassi,5:08,Italy,39,Cinema - Skrillex Remix,"['Benny Benassi', 'Gary Go', 'Skrillex']",2011,2011-06-07,307862,0.374,0.637,0.184
876,1840,17982,2011,Houdini,Foster The People,3:24,USA,40,Houdini,['Foster The People'],2011,2011-05-23,202467,0.764,0.632,0.0458
877,1841,35239,2011,Under Cover Of Darkness,The Strokes,3:56,USA,41,Under Control,['The Strokes'],2003,2003-10-28,187153,0.66,0.401,0.0291
878,1842,90468,2011,What The Water Gave Me,Florence And The Machine,5:33,England,42,What The Water Gave Me,['Florence + The Machine'],2011,2011-01-01,333467,0.184,0.491,0.0319
879,1843,73246,2011,Itchin' On A Photograph,Grouplove,4:20,USA,43,Itchin' on a Photograph,['Grouplove'],2011,2011-09-02,259507,0.268,0.501,0.0484
880,1845,55480,2011,Junk Of The Heart (Happy),The Kooks,3:04,England,45,Junk Of The Heart (Happy),['The Kooks'],2011,2011-01-01,187253,0.9009999999999999,0.604,0.037000000000000005
881,1846,123049,2011,Hanging On,Active Child,5:22,USA,46,Hanging On,['Active Child'],2011,2011-08-23,321453,0.252,0.5720000000000001,0.0284
882,1851,17925,2011,Money,The Drums,3:54,USA,51,Money,['The Drums'],2011,2011-09-06,233655,0.452,0.603,0.0641
883,1853,17867,2011,Holocene,Bon Iver,5:37,USA,53,Holocene,['Bon Iver'],2011,2011-06-21,336613,0.147,0.375,0.0302
884,1858,36752,2011,I Follow Rivers,Lykke Li,3:43,Sweden,58,I Follow Rivers - The Magician Remix,"['Lykke Li', 'The Magician']",2011,2011-10-10,280070,0.306,0.7859999999999999,0.0428
885,1861,90388,2011,Lotus Flower,Radiohead,5:00,England,61,Lotus Flower,['Radiohead'],2011,2011-02-18,300219,0.621,0.721,0.0321
886,1863,73238,2011,Rope,Foo Fighters,4:19,USA,63,Rope,['Foo Fighters'],2011,2011-04-12,259027,0.535,0.507,0.0382
887,1866,73319,2011,Perth,Bon Iver,4:22,USA,66,Perth,['Bon Iver'],2011,2011-06-21,262080,0.0679,0.46799999999999997,0.0464
888,1868,106883,2011,Don't Sit Down 'Cause I've   Moved Your Chair,Arctic Monkeys,3:04,England,68,Don't Sit Down 'Cause I've Moved Your Chair,['Arctic Monkeys'],2011,2011-06-07,183507,0.315,0.434,0.0451
889,1869,90424,2011,Calgary,Bon Iver,4:10,USA,69,Calgary,['Bon Iver'],2011,2011-06-21,250200,0.0768,0.508,0.035
890,1873,36779,2011,First Of The Year (Equinox),Skrillex,4:22,USA,73,First of the Year (Equinox),['Skrillex'],2011,2011-06-07,261517,0.55,0.429,0.22699999999999998
891,1877,36858,2011,The Look,Metronomy,4:38,England,77,The Look,['Metronomy'],2011,2011-04-11,277653,0.504,0.638,0.0415
892,1879,55518,2011,Wildfire (feat. Little Dragon),SBTRKT,3:21,England,79,Wildfire,"['SBTRKT', 'Little Dragon']",2011,2011-06-27,201000,0.34,0.835,0.387
893,1882,73344,2011,Ritual Union,Little Dragon,3:31,Sweden,82,Ritual Union,['Little Dragon'],2011,2011-07-25,210267,0.7959999999999999,0.7,0.0324
894,1883,90427,2011,Future Starts Slow,The Kills,4:05,USA,83,Future Starts Slow,['The Kills'],2011,2011-04-05,248200,0.469,0.677,0.0611
895,1888,73313,2011,Shuffle,Bombay Bicycle Club,3:55,England,88,Shuffle,['Bombay Bicycle Club'],2011,2011-01-01,235293,0.397,0.627,0.0298
896,1889,107028,2011,Santa Fe,Beirut,4:14,USA,89,Santa Fe,['Beirut'],2011,2011-08-30,254387,0.953,0.728,0.0271
897,1890,90443,2011,Make Some Noise,Beastie Boys,3:30,USA,90,Make Some Noise,['Beastie Boys'],2011,2011-05-03,210360,0.63,0.7120000000000001,0.14400000000000002
898,1892,138962,2011,The Wilhelm Scream,James Blake,4:36,England,92,The Wilhelm Scream,['James Blake'],2011,2011-01-01,273840,0.363,0.546,0.138
899,1896,36896,2011,Machu Piccu,The Strokes,3:30,USA,96,Machu Picchu,['The Strokes'],2011,2011-03-21,209627,0.882,0.695,0.066
900,1897,90449,2011,Arlandria,Foo Fighters,4:28,USA,97,Arlandria,['Foo Fighters'],2011,2011-04-12,267560,0.645,0.632,0.0375
901,1900,91023,2011,The Suburbs,Mr Little Jeans,5:12,Norway,100,The Suburbs,['Mr Little Jeans'],2014,2014-01-01,307067,0.48700000000000004,0.494,0.0577
902,1901,18150,2012,Thrift   Shop (feat. Wanz),Macklemore & Ryan Lewis,3:57,USA,1,Thrift Shop (feat. Wanz),"['Macklemore & Ryan Lewis', 'Wanz']",2012,2012-10-10,235613,0.662,0.7809999999999999,0.293
903,1902,18030,2012,Little Talks,Of Monsters And Men,4:25,Iceland,2,Little Talks,['Of Monsters and Men'],2012,2012-01-01,266600,0.41700000000000004,0.457,0.032
904,1903,18019,2012,Breezeblocks,Alt-J,3:47,England,3,Breezeblocks,['alt-J'],2012,2012-09-18,227080,0.28600000000000003,0.616,0.0344
905,1904,55797,2012,Holdin On,Flume,2:34,Australia,4,Holdin On,['Flume'],2012,2012-11-09,154414,0.217,0.43,0.11900000000000001
906,1905,18042,2012,I Will Wait,Mumford & Sons,4:37,England,5,I Will Wait,['Mumford & Sons'],2012,2012-09-25,276720,0.447,0.48,0.0333
907,1906,90774,2012,Get Free (feat. Amber Of Dirty   Projectors),Major Lazer,4:50,USA,6,Get Free,"['Major Lazer', 'Amber Coffman']",2013,2013-04-16,289973,0.767,0.612,0.0454
908,1907,18129,2012,Elephant,Tame Impala,3:31,Australia,7,Elephant,['Tame Impala'],2012,2012-01-01,211227,0.5329999999999999,0.598,0.0397
909,1908,18024,2012,Lost,Frank Ocean,3:54,USA,8,Lost,['Frank Ocean'],2012,2012-07-10,234093,0.4970000000000001,0.9129999999999999,0.226
910,1909,18029,2012,Feels Like We Only Go   Backwards,Tame Impala,3:13,Australia,9,Feels Like We Only Go Backwards,['Tame Impala'],2012,2012-01-01,192960,0.491,0.303,0.0574
911,1911,18161,2012,Sweet Nothing (feat. Florence   Welch),Calvin Harris,3:33,Scotland,11,Sweet Nothing (feat. Florence Welch),"['Calvin Harris', 'Florence Welch']",2012,2012-10-29,212560,0.5820000000000001,0.573,0.109
912,1912,55682,2012,Sleepless (feat. Jezzabell   Doran),Flume,3:29,Australia,12,Sleepless,"['Flume', 'Jezzabell Doran']",2012,2012-11-09,209377,0.389,0.53,0.16899999999999998
913,1913,17908,2012,Gold On The Ceiling,The Black Keys,3:44,USA,13,Gold on the Ceiling,['The Black Keys'],2011,2011-12-06,224333,0.565,0.505,0.0475
914,1914,18331,2012,I Love It (feat. Charli XCX),Icona Pop,2:35,Sweden,14,I Love It (feat. Charli XCX),"['Icona Pop', 'Charli XCX']",2013,2013-08-27,157153,0.8240000000000001,0.711,0.0284
915,1915,18174,2012,Same Love (feat. Mary Lambert),Macklemore & Ryan Lewis,5:20,USA,15,Same Love - feat. Mary Lambert,"['Macklemore & Ryan Lewis', 'Mary Lambert']",2012,2012-10-09,318525,0.299,0.688,0.16699999999999998
916,1917,91078,2012,Clair De Lune (feat. Christine   Hoberg),Flight Facilities,7:40,Australia,17,Clair De Lune,"['Flight Facilities', 'Christine Hoberg']",2014,2014-10-24,459840,0.0896,0.665,0.0278
917,1918,55684,2012,HyperParadise (Flume Remix),Hermitude,4:28,Australia,18,HyperParadise - Flume Remix,['Hermitude'],2012,2012-06-08,268307,0.311,0.603,0.0714
918,1919,55662,2012,Angels,The xx,2:51,England,19,Angels,['The xx'],2012,2012-09-10,171653,0.342,0.424,0.0428
919,1921,18432,2012,Latch (feat. Sam Smith),Disclosure,4:16,England,21,Latch,"['Disclosure', 'Sam Smith']",2014,2014-01-01,255867,0.544,0.7290000000000001,0.0919
920,1925,17939,2012,Bangarang (feat. Sirah),Skrillex,3:35,USA,25,Bangarang (feat. Sirah),"['Skrillex', 'Sirah']",2011,2011-12-27,215253,0.5760000000000001,0.716,0.196
921,1932,73553,2012,Spectrum (Say My Name) (Calvin   Harris Remix),Florence And The Machine,3:38,England,32,Spectrum (Say My Name) - Calvin Harris Remix,"['Florence + The Machine', 'Calvin Harris']",2012,2012-01-01,218190,0.588,0.578,0.0482
922,1934,36934,2012,Born To Die,Lana Del Rey,4:45,USA,34,Born To Die,['Lana Del Rey'],2012,2012-11-12,285400,0.379,0.428,0.0339
923,1936,139244,2012,Paddling Out,Miike Snow,3:43,Sweden,36,Paddling Out,['Miike Snow'],2012,2012-01-01,217960,0.366,0.599,0.0394
924,1937,55650,2012,Sun,Two Door Cinema Club,3:06,Ireland,37,Sun,['Two Door Cinema Club'],2012,2012-08-31,187720,0.595,0.65,0.0288
925,1938,18044,2012,Oblivion,Grimes,4:11,Canada,38,Oblivion,['Grimes'],2012,2012-02-21,251267,0.486,0.6970000000000001,0.0338
926,1939,18142,2012,Hold On,Alabama Shakes,3:46,USA,39,Hold On,['Alabama Shakes'],2012,2012-04-10,226187,0.546,0.574,0.0301
927,1940,18248,2012,R U Mine?,Arctic Monkeys,3:22,England,40,R U Mine?,['Arctic Monkeys'],2013,2013-09-09,201726,0.619,0.28800000000000003,0.0371
928,1942,123493,2012,Hurricane,MS MR,3:46,USA,42,Hurricane,['MS MR'],2013,2013-05-10,226373,0.262,0.564,0.0357
929,1943,18021,2012,Ho Hey,The Lumineers,2:43,USA,43,Ho Hey,['The Lumineers'],2012,2012-04-03,163133,0.353,0.685,0.0304
930,1944,55603,2012,Follow The Sun,Xavier Rudd,4:16,Australia,44,Follow The Sun,['Xavier Rudd'],2012,2012-01-01,256267,0.20199999999999999,0.611,0.0416
931,1946,18056,2012,Take A Walk,Passion Pit,4:25,USA,46,Take a Walk,['Passion Pit'],2012,2012-07-23,264493,0.445,0.5660000000000001,0.0368
932,1947,18172,2012,Mountain Sound,Of Monsters And Men,3:32,Iceland,47,Mountain Sound,['Of Monsters and Men'],2012,2012-01-01,211453,0.37,0.379,0.0362
933,1955,90587,2012,Internet Friends,Knife Party,5:01,Australia,55,Internet Friends,['Knife Party'],2012,2012-08-01,301122,0.152,0.64,0.185
934,1956,18014,2012,Thinkin Bout You,Frank Ocean,3:21,USA,56,Thinkin Bout You,['Frank Ocean'],2012,2012-07-10,200747,0.2,0.721,0.0532
935,1958,55622,2012,Babel,Mumford & Sons,3:29,England,58,Babel,['Mumford & Sons'],2012,2012-09-25,208933,0.647,0.373,0.0543
936,1960,107251,2012,Love Interruption,Jack White,2:38,USA,60,Love Interruption,['Jack White'],2012,2012-04-20,157973,0.312,0.5820000000000001,0.0388
937,1962,18284,2012,Just What I Am (feat. King   Chip),Kid Cudi,3:48,USA,62,Just What I Am,"['Kid Cudi', 'King Chip']",2013,2013-04-12,228027,0.35100000000000003,0.654,0.13699999999999998
938,1964,37056,2012,Tessellate,Alt-J,3:03,England,64,Tessellate,['alt-J'],2012,2012-09-18,181400,0.436,0.7020000000000001,0.0405
939,1965,36981,2012,Genesis,Grimes,4:15,Canada,65,Genesis,['Grimes'],2012,2012-02-21,255320,0.233,0.611,0.034
940,1967,90706,2012,On Top (feat. T.Shirt),Flume,3:51,Australia,67,On Top,"['Flume', 'T-Shirt']",2012,2012-11-09,231106,0.304,0.528,0.212
941,1968,73455,2012,Silhouettes,Avicii,3:26,Sweden,68,Silhouettes - Original Radio Edit,['Avicii'],2012,2012-04-27,211880,0.836,0.605,0.0545
942,1971,18049,2012,Swimming Pools (Drank),Kendrick Lamar,4:08,USA,71,Swimming Pools (Drank),['Kendrick Lamar'],2012,2012-01-01,247800,0.18899999999999997,0.5770000000000001,0.27699999999999997
943,1974,37019,2012,Simple Song,The Shins,4:16,USA,74,Simple Song,['The Shins'],2012,2012-03-16,255400,0.35,0.546,0.0525
944,1975,18175,2012,Madness,Muse,4:40,England,75,Madness,['Muse'],2012,2012-09-24,281040,0.218,0.502,0.0718
945,1979,36741,2012,Little Black Submarines,The Black Keys,4:11,USA,79,Little Black Submarines,['The Black Keys'],2011,2011-12-06,251267,0.48700000000000004,0.365,0.0418
946,1980,18054,2012,Super Rich Kids (feat. Earl   Sweatshirt),Frank Ocean,5:05,USA,80,Super Rich Kids,"['Frank Ocean', 'Earl Sweatshirt']",2012,2012-07-10,304760,0.58,0.7390000000000001,0.0854
947,1981,55724,2012,Something Good,Alt-J,3:38,England,81,Something Good,['alt-J'],2012,2012-09-18,217320,0.539,0.682,0.0295
948,1982,37050,2012,Disparate Youth,Santigold,4:44,USA,82,Disparate Youth,['Santigold'],2012,2012-04-21,284400,0.5479999999999999,0.642,0.0417
949,1983,90960,2012,She's A Riot,The Jungle Giants,3:42,Australia,83,She's a Riot,['The Jungle Giants'],2013,2013-08-30,221493,0.607,0.494,0.0583
950,1985,37044,2012,Fineshrine,Purity Ring,3:30,Canada,85,Fineshrine,['Purity Ring'],2012,2012-07-23,209760,0.401,0.609,0.0404
951,1986,18137,2012,Summertime Sadness,Lana Del Rey,4:26,USA,86,Summertime Sadness,['Lana Del Rey'],2012,2012-11-12,265427,0.235,0.565,0.0335
952,1988,123158,2012,Down The Road,C2C,3:26,France,88,Down The Road,['C2C'],2012,2012-01-01,207187,0.486,0.72,0.0976
953,1990,73624,2012,Sleep Alone,Two Door Cinema Club,3:57,Ireland,90,Sleep Alone,['Two Door Cinema Club'],2012,2012-08-31,236440,0.522,0.53,0.0432
954,1994,90728,2012,45,The Gaslight Anthem,3:25,USA,94,"""45""",['The Gaslight Anthem'],2012,2012-01-01,202493,0.423,0.315,0.102
955,1996,18196,2012,Clique,"Kanye West, Jay-Z & Big Sean",4:54,USA,96,Clique,"['Kanye West', 'JAY-Z', 'Big Sean']",2012,2012-09-06,293533,0.313,0.7040000000000001,0.247
956,1997,139233,2012,I'm Shakin',Jack White,3:00,USA,97,I'm Shakin',['Jack White'],2012,2012-04-20,180173,0.755,0.586,0.235
957,1999,18384,2012,Bad Girls,M.I.A.,3:48,England,99,Bad Girls,['M.I.A.'],2013,2013-01-01,227520,0.34299999999999997,0.639,0.0615
958,2001,18408,2013,Riptide,Vance Joy,3:24,Australia,1,Riptide,['Vance Joy'],2014,2014-09-09,204280,0.51,0.484,0.0379
959,2002,18240,2013,Royals,Lorde,3:10,New Zealand,2,Royals,['Lorde'],2013,2013-09-27,190185,0.337,0.674,0.122
960,2003,18290,2013,Get Lucky (feat. Pharrell   Williams),Daft Punk,6:10,France,3,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,"['Daft Punk', 'Pharrell Williams', 'Nile Rodgers']",2013,2013-04-19,248413,0.862,0.794,0.038
961,2004,18210,2013,Do I Wanna Know?,Arctic Monkeys,4:33,England,4,Do I Wanna Know?,['Arctic Monkeys'],2013,2013-09-09,272394,0.405,0.5479999999999999,0.0323
962,2005,37130,2013,Drop The Game,Flume & Chet Faker,3:42,Australia,5,Drop The Game,"['Flume', 'Chet Faker']",2013,2013-11-22,221895,0.43799999999999994,0.5589999999999999,0.0474
963,2006,18215,2013,Why'd You Only Call Me When   You're High?,Arctic Monkeys,2:41,England,6,Why'd You Only Call Me When You're High?,['Arctic Monkeys'],2013,2013-09-09,161124,0.8,0.691,0.0368
964,2007,18235,2013,Young And Beautiful,Lana Del Rey,3:58,USA,7,Young And Beautiful,['Lana Del Rey'],2013,2013-01-01,236053,0.151,0.324,0.0368
965,2008,154138,2013,Resolution,Matt Corby,4:18,Australia,8,Resolution,['Matt Corby'],2013,2013-06-18,256389,0.175,0.516,0.0378
966,2009,136279,2013,Is This How You Feel?,The Preatures,3:35,Australia,9,Is This Thing On?,['The Promise Ring'],1997,1997-10-01,217573,0.498,0.42100000000000004,0.0574
967,2011,37308,2013,The Wire,Haim,4:06,USA,11,The Wire,['HAIM'],2013,2013-09-30,245293,0.525,0.547,0.13699999999999998
968,2012,37174,2013,Tennis Court,Lorde,3:19,New Zealand,12,Tennis Court,['Lorde'],2013,2013-01-01,198907,0.40399999999999997,0.758,0.0635
969,2147,37174,2014,Tennis Court (Flume Remix),Lorde,5:53,New Zealand,47,Tennis Court,['Lorde'],2013,2013-01-01,198907,0.40399999999999997,0.758,0.0635
970,2013,37264,2013,Retrograde,James Blake,3:44,England,13,Retrograde,['James Blake'],2013,2013-04-08,223600,0.18600000000000005,0.5329999999999999,0.0372
971,2015,18285,2013,Team,Lorde,3:13,New Zealand,15,Team,['Lorde'],2013,2013-09-27,193059,0.41600000000000004,0.69,0.0929
972,2016,154140,2013,Reflektor,Arcade Fire,7:34,Canada,16,Reflektor,['Arcade Fire'],2013,2013,450984,0.636,0.585,0.0311
973,2017,37193,2013,Lose Yourself To Dance (feat.   Pharrell Williams),Daft Punk,5:54,France,17,Lose Yourself to Dance (feat. Pharrell Williams),"['Daft Punk', 'Pharrell Williams']",2013,2013-05-17,353893,0.674,0.8320000000000001,0.057
974,2018,18332,2013,Arabella,Arctic Monkeys,3:27,England,18,Arabella,['Arctic Monkeys'],2013,2013-09-09,207357,0.506,0.579,0.0895
975,2020,18255,2013,Black Skinhead,Kanye West,3:08,USA,20,Black Skinhead,['Kanye West'],2013,2013-06-18,188013,0.325,0.7659999999999999,0.27899999999999997
976,2023,123594,2013,When A Fire Starts To Burn,Disclosure,4:44,England,23,When A Fire Starts To Burn,['Disclosure'],2014,2014-01-01,284027,0.6729999999999999,0.625,0.231
977,2024,169148,2013,Waiting All Night (feat. Ella   Eyre),Rudimental,4:53,England,24,Waiting All Night (feat. Ella Eyre),"['Rudimental', 'Ella Eyre']",2013,2013-04-29,292587,0.281,0.544,0.05
978,2026,55830,2013,Step,Vampire Weekend,4:14,USA,26,Step,['Vampire Weekend'],2013,2013-05-27,251627,0.624,0.624,0.10099999999999999
979,2028,139503,2013,Recover,Chvrches,3:46,Scotland,28,Recover,['CHVRCHES'],2013,2013-09-20,225853,0.166,0.419,0.0557
980,2029,55929,2013,My Number,Foals,4:01,England,29,My Number,['Foals'],2013,2013-02-11,240533,0.825,0.639,0.0368
981,2030,37235,2013,Alive,Empire Of The Sun,3:25,Australia,30,Alive,['Empire of the Sun'],2013,2013-01-01,204591,0.395,0.524,0.037000000000000005
982,2031,73736,2013,Diane Young,Vampire Weekend,2:42,USA,31,Diane Young,['Vampire Weekend'],2013,2013-05-27,160067,0.764,0.419,0.24600000000000002
983,2033,18339,2013,Ways To Go,Grouplove,3:36,USA,33,Ways to Go,['Grouplove'],2013,2013-09-17,215520,0.179,0.5770000000000001,0.0365
984,2035,139385,2013,Hey Now,London Grammar,3:22,England,35,Hey Now,['London Grammar'],2013,2013-09-10,207253,0.0393,0.648,0.0333
985,2038,123720,2013,Pizza Guy,Touch Sensitive,5:49,Australia,38,Pizza Guy,['Touch Sensitive'],2014,2014-04-19,349413,0.287,0.629,0.0264
986,2041,107406,2013,Southern Sun,Boy & Bear,4:41,Australia,41,Southern Sun,['Boy & Bear'],2013,2013-10-29,281101,0.502,0.5379999999999999,0.0348
987,2042,169117,2013,White Lies,Max Frost,2:59,USA,42,White Lies - EP Version,['Max Frost'],2013,2013-09-17,177835,0.9690000000000001,0.695,0.0441
988,2043,18218,2013,3005,Childish Gambino,3:54,USA,43,3005,['Childish Gambino'],2013,2013-12-10,234215,0.636,0.47200000000000003,0.326
989,2044,73926,2013,The Breach,Dustin Tebbutt,4:16,Australia,44,The Breach,['Dustin Tebbutt'],2014,2014-10-22,253848,0.523,0.629,0.0269
990,2046,139409,2013,If I Had A Tail,Queens Of The Stone Age,4:56,USA,46,If I Had A Tail,['Queens of the Stone Age'],2013,2013-06-03,295587,0.33899999999999997,0.602,0.1
991,2049,37300,2013,Doin' It Right (feat. Panda   Bear),Daft Punk,4:11,France,49,Doin' it Right (feat. Panda Bear),"['Daft Punk', 'Panda Bear']",2013,2013-05-17,251293,0.19,0.804,0.0949
992,2050,18342,2013,Love Me Again,John Newman,3:35,England,50,Love Me Again,['John Newman'],2013,2013-01-01,239894,0.213,0.495,0.0441
993,2056,169239,2013,If I Could Change Your Mind,Haim,3:51,USA,56,If I Could Change Your Mind,['HAIM'],2013,2013-09-30,229373,0.736,0.6709999999999999,0.0426
994,2058,18351,2013,Instant Crush (feat. Julian   Casablancas),Daft Punk,5:38,France,58,Instant Crush (feat. Julian Casablancas),"['Daft Punk', 'Julian Casablancas']",2013,2013-05-17,337560,0.518,0.775,0.0271
995,2059,18252,2013,Bound 2,Kanye West,3:49,USA,59,Bound 2,['Kanye West'],2013,2013-06-18,229147,0.31,0.3670000000000001,0.0465
996,2061,107422,2013,Wasting My Young Years,London Grammar,3:20,England,61,Wasting My Young Years,['London Grammar'],2013,2013-09-10,204213,0.134,0.5429999999999999,0.0361
997,2063,18312,2013,You & Me (feat. Eliza   Doolittle) (Flume Remix),Disclosure,4:43,England,63,You & Me - Flume Remix,"['Disclosure', 'Eliza Doolittle', 'Flume']",2013,2013-06-11,282813,0.25,0.593,0.0257
998,2069,154313,2013,White Noise (feat.   AlunaGeorge),Disclosure,4:38,England,69,White Noise,"['Disclosure', 'AlunaGeorge']",2014,2014-01-01,277520,0.8740000000000001,0.6829999999999999,0.051
999,2071,55957,2013,Changing Of The Seasons,Two Door Cinema Club,3:43,Ireland,71,Changing of the Seasons,['Two Door Cinema Club'],2013,2013-01-01,222880,0.593,0.544,0.13699999999999998
1000,2072,37263,2013,I Sat By The Ocean,Queens Of The Stone Age,3:56,USA,72,I Sat By The Ocean,['Queens of the Stone Age'],2013,2013-06-03,235587,0.897,0.516,0.0364
1001,2086,37198,2013,Sleepwalking,Bring Me The Horizon,3:50,England,86,Sleepwalking,['Bring Me The Horizon'],2013,2013-04-02,230091,0.294,0.39899999999999997,0.122
1002,2090,55800,2013,Unbelievers,Vampire Weekend,3:25,USA,90,Unbelievers,['Vampire Weekend'],2013,2013-05-27,202667,0.831,0.644,0.0499
1003,2092,37261,2013,Shadow Moses,Bring Me The Horizon,4:03,England,92,Shadow Moses,['Bring Me The Horizon'],2013,2013-04-02,242978,0.183,0.45,0.281
1004,2093,55681,2013,Elevate,St. Lucia,5:08,USA,93,Elevate,['St. Lucia'],2012,2012,308360,0.723,0.541,0.106
